,market,name,description,displayAddress,street,city,state,zipCode,timezone,latitude,longitude,averageRating,ratingCount,priceRange,imageUrl,asapDeliveryAvailable,asapDeliveryTimeMinutes,pickupAvailable,asapPickupAvailable,asapPickupMinutes
75,"Houston, TX",Gus's World Famous Fried Chicken,"$$ • Chicken, Fried Chicken","Gus's World Famous Fried Chicken, 1815 Washington Ave, Houston, TX 77007, USA",1815 Washington Avenue,Houston,TX,77007.0,US/Central,29.7675427,-95.3765744,4.63358116149902,9440,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/acbfb826-84f7-4399-8dc8-1c4c42b17085.jpg",False,20,False,True,12
77,"Houston, TX",Bebidas,"$ • Smoothies, Tacos","Bebidas, 2606 Edloe St, Houston, TX 77027, USA",2606 Edloe Street,Houston,TX,77027.0,US/Central,29.7412793,-95.4340316,4.79534912109375,430,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9206bbe3-fce8-45ae-8c15-a0420dc3a9f2.png",True,28,True,True,10
78,"Houston, TX",Marble Slab Creamery,"$$ • Ice Cream, Catering","Marble Slab Creamery, 1923 Taylor St ste c, Houston, TX 77007, USA",1923 Taylor Street,Houston,TX,77007.0,US/Central,29.775552,-95.382718,4.59801483154297,403,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/7208446b-ac01-4113-add1-b49be05bddb5.png",False,20,False,True,14
79,"Houston, TX",Pink's Pizza,"$$ • Italian, Pizza","710 W Gray St, 710 West Gray Street, Houston, TX 77019, USA",710 West Gray Street,Houston,TX,77019.0,US/Central,29.7536119,-95.3894516,4.69336080551147,3434,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ef0c5b22-3ecf-4737-8287-2e4e19a26f78.png",False,25,False,True,18
80,"Houston, TX",Local Foods,"$$ • Sandwiches, Salads","Local Foods, 714 Yale St #1a, Houston, TX 77007, USA",714 Yale Street,Houston,TX,77007.0,US/Central,29.7836433,-95.3984864,4.88306522369385,7517,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/edb338d2-d9a4-4579-9fb3-1433b3102f9a.png",False,21,False,True,3
81,"Houston, TX",SeaSide Poke,"$$ • Poke, Dessert","2118 Lamar St Unit 101, Houston, TX 77003, USA",2118 Lamar Street,Houston,TX,77003.0,US/Central,29.7502201300492,-95.3562495448053,4.80178880691528,1453,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/SeaSide_Poke_logo.jpg",False,19,False,True,8
82,"Houston, TX",Five Guys Burgers & Fries,"$$ • Breakfast Sandwiches, Breakfast and Lunch","3939 Washington Ave, Houston, TX 77007, USA",3939 Washington Avenue,Houston,TX,77007.0,US/Central,29.7695083,-95.4004588,4.70599985122681,500,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f19d4e0e-3d7e-4600-a51a-8937294e0b24.02",False,29,False,True,14
83,"Houston, TX",Dichos Taqueria,"$$ • Breakfast, Mexican","614 S Wayside Dr, Houston, TX 77011, USA",614 South Wayside Drive,Houston,TX,77011.0,US/Central,29.7331121,-95.3088633,4.65084409713745,4087,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f76398fa-472c-458f-91cb-824ec9ffe96b.png",True,28,True,True,15
84,"Houston, TX",Benihana,"$$ • Chicken, Steak","1318 Louisiana St, Houston, TX, 77002 USA",1318 Louisiana Street,Houston,TX,77002.0,US/Central,29.7560868,-95.3697436,4.34936285018921,2433,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8cfd751a-cd73-4fbe-ab8f-473c8c206c25.png",False,29,False,True,22
86,"Houston, TX",Pinkberry,"$ • Lunch, Family Meals","Pinkberry, 3838 Westheimer Rd, Houston, TX 77027, USA",3838 Westheimer Road,Houston,TX,77027.0,US/Central,29.7420824,-95.4428501,4.76119422912598,536,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/cc2d7091-9bc7-4126-9c16-6390684d1ca0.png",False,27,False,False,13
87,"Houston, TX",Jersey Mike's Subs,"$ • Sandwiches, Cheesesteaks","103 Yale St #300, Houston, TX 77007, USA",103 Yale Street,Houston,TX,77007.0,US/Central,29.7720069,-95.3989044,4.80382013320923,4450,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b380a6a5-bee9-4058-98b3-b1a10933c477.png",False,20,False,True,14
88,"Houston, TX",Common Bond Bistro & Bakery,"$$ • Lunch, Pastries","1706 Westheimer Rd, Houston, TX 77006, USA",1706 Westheimer Road,Houston,TX,77006.0,US/Central,29.7429809,-95.40232,4.77467489242554,4620,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/CB_BBB_Logo_General_Round.jpg",True,25,True,True,9
89,"Houston, TX",Suko's Burger House,"$$ • Burgers, Fried Rice","93 Lockwood Dr, Houston, TX 77011, USA",93 Lockwood Drive,Houston,TX,77011.0,US/Central,29.7474901,-95.3265282,4.63576221466064,453,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/93ef57c2-572f-4c99-8bfe-12eda717841d.png",False,28,False,False,17
90,"Houston, TX",Taquerias Arandas,"$$ • Pickup, Mexican","4601 Irvington Blvd, Houston, TX 77009, USA",4601 Irvington Boulevard,Houston,TX,77009.0,US/Central,29.8019357,-95.3614479,4.56092214584351,3168,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Taquerias_Arandas_logo.png",True,27,True,True,13
91,"Houston, TX",Potbelly Sandwich Shop,"$$ • Catering, Sandwich","2625 Louisiana St, Houston, TX 77006, USA",2625 Louisiana Street,Houston,TX,77006.0,US/Central,29.746478,-95.3765896,4.6842999458313,2930,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/port_logo.png",True,18,True,True,12
92,"Houston, TX",Pizza Hut,"$$ • Pizza, Chicken Wings","906 St Emanuel St, Houston, TX 77003, USA",906 Saint Emanuel Street,Houston,TX,77003.0,US/Central,29.751918,-95.3554596,4.51982402801514,227,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ade9928a-19bf-46f4-aff6-b746aff3824f.png",False,24,False,True,16
93,"Houston, TX",Frenchey's Chicken,"$$ • Wings, Fried Chicken","4403 East Fwy, Houston, TX 77020, USA",4403 East Freeway,Houston,TX,77020.0,US/Central,29.773752,-95.3261149,4.24885606765747,1093,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f23b4678-35c3-4e2a-b259-34462699b5e6.png",False,26,False,True,11
94,"Houston, TX",Diced poke,"$$ • Hawaiian, Poke","917 Winbern St Suit A, Houston, TX 77002, USA",917 Winbern Street,Houston,TX,77002.0,US/Central,29.7391541,-95.3800382,4.77152109146118,1243,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/43199dab-405b-4a54-bf3e-7a77b7800772.png",False,20,False,False,12
95,"Houston, TX",Corner Bakery Cafe,"$ • Brunch, American","107 Yale Street, Houston, TX 77007, USA",107 Yale Street,Houston,TX,77007.0,US/Central,29.7727817,-95.3988578,4.63052177429199,2490,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2019_CB_-_New_Logo_with_Square_registered.jpg",True,24,True,False,13
97,"Houston, TX",hi trendy dumpling,"$$ • Dumplings, Noodles","107 Yale St #600, Houston, TX 77007, USA",107 Yale Street,Houston,TX,77007.0,US/Central,29.7724154,-95.3988938,4.65662717819214,332,$$,,False,22,False,True,19
98,"Houston, TX",Berryhill Baja Grill,"$$ • Lunch, Sandwich","2639 Revere Street, Houston, TX 77098, USA",2639 Revere Street,Houston,TX,77098.0,US/Central,29.7421284,-95.4163957,4.59863901138306,588,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/10993420_1613409198880204_4264269808780783442_n_1.png",False,28,False,False,17
100,"Houston, TX",Menchie's Frozen Yogurt,"$$ • Frozen Yogurt, Cakes","512 W 19th St, Houston, TX 77008, USA",512 West 19th Street,Houston,TX,77008.0,US/Central,29.8024339,-95.4064433,4.65853691101074,82,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3359a9d9-68f2-4d74-891d-beb6d32a9029.png",False,27,False,False,10
101,"Houston, TX",La Madeleine French Bakery & Cafe,"$ • Lunch, French","la Madeleine French Bakery & Cafe Sawyer Heights, 2423 Katy Fwy Suite E, Houston, TX 77007, USA",2423 Katy Freeway,Houston,TX,77007.0,US/Central,29.776412,-95.382407,4.66178178787231,2525,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/40a79077-1bbc-4021-8afd-814a3b3f516d.png",True,19,True,True,11
102,"Houston, TX",Chatter's Cafe,"$$ • Cafes, Breakfast","140 S Heights Blvd, 140 South Heights Boulevard, Houston, TX 77007, USA",140 South Heights Boulevard,Houston,TX,77007.0,US/Central,29.768141,-95.3975717,4.73501014709473,517,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c2e4ae9c-ef94-4aca-8960-a80fdf01d8ba.png",False,30,False,True,22
103,"Houston, TX",Luigi's Pizzeria,"$ • Pickup, Takeout","3700 Almeda Rd, Houston, TX 77004, USA",3700 Almeda Road,Houston,TX,77004.0,US/Central,29.735394,-95.374666,4.65080308914185,3551,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/26993556_1940306236012044_7849349568063743871_n.jpg",False,28,False,True,20
104,"Houston, TX",Teotihuacan Mexican Cafe,"$$ • Tex-Mex, Breakfast","1511 Airline Drive, Houston, TX 77009, USA",1511 Airline Drive,Houston,TX,77009.0,US/Central,29.7990045,-95.3821812,4.73579597473145,6389,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e78e601a-415e-475a-8efd-43c17424de2d.png",True,23,True,True,18
105,"Houston, TX",McAlister's Deli,"$$ • Salads, Sandwiches","3201 N Shepherd Dr, Houston, TX 77018, USA",3201 North Shepherd Drive,Houston,TX,77018.0,US/Central,29.816173,-95.41085,4.67911911010742,1499,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/93ff5018-edaa-4fdc-84b3-dd799c301098.04",False,29,False,True,14
106,"Houston, TX",Panera Bread,"$ • Salads, Sandwiches","1705 W Gray St, Houston, TX 77019, USA",1705 West Gray Street,Houston,TX,77019.0,US/Central,29.7529705,-95.4012793,4.56469392776489,1994,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/47a6d9f6-7f7b-4818-a40a-47b67a6b4c44.png",True,21,True,True,9
107,"Houston, TX",JuiceLand,"$$ • Local, Cold pressed juices","1340 Westheimer Rd, Houston, TX 77006, USA",1340 Westheimer Road,Houston,TX,77006.0,US/Central,29.7435912,-95.395878,4.79717922210693,1489,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5ed68ee5-7a07-4fa4-ad4a-135890251ffd.jpg",True,21,True,True,3
108,"Houston, TX",La Calle Tacos,"$ • Takeout, Tacos","La Calle, 909 Franklin St, Houston, TX 77002, USA",909 Franklin Street,Houston,TX,77002.0,US/Central,29.7635455,-95.360686,4.26935815811157,3022,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f619098f-4bb3-4fb5-9ad6-118f8c29e960.png",True,17,True,True,3
109,"Houston, TX",Gloria's Latin Cuisine,"$$ • Latin American, Tex-Mex","2616 Louisiana St, Houston, TX 77006, USA",2616 Louisiana Street,Houston,TX,77006.0,US/Central,29.7467464,-95.3771169,4.72481679916382,1777,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e3e0f90b-ad69-4692-b4a6-4eb92d880e78.png",False,26,False,True,19
110,"Houston, TX",Your Pie Pizza,"$$ • Pizza, Salads","1625 Main Street, Houston, TX 77002 USA",1625 Main street,Houston,TX,77002.0,US/Central,29.752045,-95.3684882,4.54050493240356,753,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8359fbd1-b017-4ba8-b700-272952951cc3.jpg",False,24,False,True,15
111,"Houston, TX",Asia Market Restaurant,"$$ • Thai, Appetizers","4822 Fulton St, Houston, TX 77009, USA",4822 Fulton Street,Houston,TX,77009.0,US/Central,29.80393,-95.36825,4.70042085647583,4039,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Asia_Market_Restaurant_logo.png",False,23,False,True,14
112,"Houston, TX",Church's Texas Chicken,"$$ • Fast Food, Chicken Tenders","3503 Gulf Fwy, Houston, TX 77003, USA",3503 Gulf Freeway,Houston,TX,77003.0,US/Central,29.736589,-95.3474489,4.3398060798645,309,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/214c6462-b34e-4b00-9ddf-55c619bde0c2.png",True,27,True,True,20
113,"Houston, TX",Flower Child,"$$ • Pickup, Takeout","1533 N Shepherd Dr Suite 100, Houston, TX 77008, USA",1533 North Shepherd Drive,Houston,TX,77008.0,US/Central,29.7988843,-95.4103956,4.85239505767822,5928,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/flower_logo.jpg",False,26,False,True,20
114,"Houston, TX",Dairy Queen,"$ • Fast Food, Ice Cream","Dairy Queen Grill & Chill, 3915 Old Spanish Trail, Houston, TX 77021, USA",3915 Old Spanish Trail,Houston,TX,77021.0,US/Central,29.7029031,-95.3570336,4.16767692565918,1980,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5cd2e4e0-3b74-4cfb-b227-50417f668613.png",False,29,False,True,13
115,"Houston, TX",Pollo Bravo,"$ • Dessert, Chicken","5801 Memorial Dr, Houston, TX 77007, USA",5801 Memorial Drive,Houston,TX,77007.0,US/Central,29.7608904145171,-95.4205475763596,4.74381589889526,566,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/10d67b1e-3c3c-4aab-91d0-fde45d5f64bd.PNG",True,27,True,True,10
116,"Houston, TX",Refresqueria at Rice Village,"$$ • Ice Cream, Milk Shakes","5407 Morningside Dr, Houston, TX 77005, USA",5407 Morningside Drive,Houston,TX,77005.0,US/Central,29.717034,-95.4147162,4.7209300994873,344,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3c3c9d22-98b5-44fb-9a6a-8ba173342270.jpg",False,29,False,False,10
117,"Houston, TX",The Teahouse Tapioca & Tea,"$$ • Juice Bar, Bubble Tea","The Teahouse Tapioca and Tea, 506 Yale St Suite E, Houston, TX 77007, USA",506 Yale Street,Houston,TX,77007.0,US/Central,29.7801751,-95.398445,4.7807412147522,1350,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/bcd8a4f4-76e5-4acd-af42-619f73670c1b.png",False,22,False,True,12
118,"Houston, TX",Mony's Pizzeria,"$$ • Pizza, Chicken Wings","2808 Milam St Suite G, Houston, TX 77006, USA",2808 Milam Street,Houston,TX,77006.0,US/Central,29.7451662,-95.3776009,4.5982141494751,112,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e94f8c9d-aedc-4ba5-bfcd-b625a9da9b62.png",False,28,False,False,16
119,"Houston, TX",Spicy Girl,"$$ • Chinese, Chicken","917 Winbern St, Houston, TX 77002, USA",917 Winbern Street,Houston,TX,77002.0,US/Central,29.7388727,-95.3801341,4.65865707397461,3246,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/50df9455-48b9-4289-a24e-1715976530e3.png",False,24,False,True,13
120,"Houston, TX",Shake Shack,"$$ • Burgers, Chicken","702 Main St, Houston, TX 77002, USA",702 Main Street,Houston,TX,77002.0,US/Central,29.7592046,-95.3634382,4.68050193786621,2313,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/shakeShack2.png",False,16,False,True,11
121,"Houston, TX",Brookstreet Bar-B-Que,"$$ • BBQ, Sandwiches","1009 Missouri St, Houston, TX 77006, USA",1009 Missouri Street,Houston,TX,77006.0,US/Central,29.7461299,-95.3914398,4.53234386444092,3571,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3f828fd8-54f4-4c1c-8497-bfd31985019b.png",False,21,False,False,9
122,"Houston, TX",Lupe Tortilla,"$$ • Beverages, Salads","1511 Shepherd Dr, Houston, TX 77007, USA",1511 Shepherd Drive,Houston,TX,77007.0,US/Central,29.7745943,-95.4098315,4.61839818954468,1685,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/0371036b-6fc6-4e11-8435-f952dd8da881.png",False,36,False,False,29
124,"Houston, TX",Spanish Flowers,"$$ • Mexican, Breakfast","Spanish Flowers Mexican Restaurant, 4701 N Main St, Houston, TX 77009, USA",4701 North Main Street,Houston,TX,77009.0,US/Central,29.7970599,-95.3818547,4.56515789031982,729,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/4c9cc0f8-f530-4585-b258-472c55f2abca.png",True,28,True,True,21
125,"Houston, TX",Dave's Hot Chicken,"$$ • Chicken, Halal","614 Dennis St, Houston, TX 77006, USA",614 Dennis Street,Houston,TX,77006.0,US/Central,29.746145,-95.3777029,4.58790397644043,1422,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/16efbd17-7c09-4ee4-80b6-f9549ebc5c77.png",False,20,False,True,15
126,"Houston, TX",Pluckers Wing Bar,"$$ • Wings, Chicken Wings","1400 Shepherd Dr, Houston, TX 77007, USA",1400 Shepherd Drive,Houston,TX,77007.0,US/Central,29.7736142,-95.4092542,4.45338201522827,5234,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/a342029f-5c4e-4f73-9c49-b1c9be839301.png",False,33,False,True,21
127,"Houston, TX",Pho Ben,"$$ • Vietnamese, Sandwiches","935 N Shepherd Dr, Houston, TX 77008, USA",935 North Shepherd Drive,Houston,TX,77008.0,US/Central,29.78822355,-95.41058135,4.7504620552063,3791,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3542ba3f-df9e-4589-8024-8c6e780fb261.jpg",False,23,False,True,8
